2014 USA Canoe Kayak Sprint National Championships,8/2/14 8:00,,,,,,,,,,
"Race #126, Event #201: Senior Men 200m K1 Heat 1",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 10:42,,,,,,,,,,
"Race #161, Event #221: Bantam Men 200m K1 Heat 4",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Farley-Klacik, Owen",LCKC,00:43.4,1,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Ozaki, Owen",LCKC,00:49.3,2,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Nebel, Nick",SDCKT,00:55.2,3,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Solheim, Phillip",SCKC,00:55.4,4,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Smith, Shaughnessey",Ikaika,00:58.3,5,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Smith, Shannon",Ikaika,00:58.8,6,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Goetz, Tucker",SFCKC,01:00.4,7,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Landefeld, Teddy",SFCKC,01:04.7,8,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 10:46,,,,,,,,,,
"Race #162, Event #221: Bantam Men 200m K1 Heat 5",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Burchardt, Joshua",LCKC,00:44.4,1,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Barnato, Jonathan",Gig Harbor,00:45.9,2,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Wampler, Garrett",OKC,00:46.1,3,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Cook, Gus",OKC,00:55.7,4,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Carlson, Anders",Gig Harbor,00:56.1,5,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Coleman, J. R.",LCKC,00:56.2,6,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Schuman, Isaiah",LCKC,01:13.4,7,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Fraser, Josh",LCKC,01:13.9,8,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 10:50,,,,,,,,,,
"Race #163, Event #221: Bantam Men 200m K1 Heat 6",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Field, Kyle",Gig Harbor,00:43.3,1,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Small, Aaron",SCKC,00:47.9,2,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Chen, Jerry",SCKC,00:53.7,3,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Eash, Jacob",SDCKT,00:56.6,4,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Wilson, Alec",LCKC,00:56.9,5,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Surles, Andrew",LCKC,00:58.6,6,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Smith, Grayson",LCKC,01:06.5,7,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Forbes, Joshua",LCKC,01:07.8,8,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:32,,,,,,,,,,
"Race #204, Event #221: Bantam Men 200m K1 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Farley-Klacik, Owen",LCKC,00:41.6,1,9,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Baker, Clay",LCKC,00:42.1,2,7,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Field, Kyle",Gig Harbor,00:43.1,3,5,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Burchardt, Joshua",LCKC,00:44.4,4,3,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Barnato, Jonathan",Gig Harbor,00:45.5,5,2,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,"Truesdale, Evan",SDCKT,00:46.0,6,1,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Danner, Alex",OKC,00:46.2,7,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Wampler, Garrett",OKC,00:46.8,8,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
10,"Small, Aaron",SCKC,00:48.4,9,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
0,"Ozaki, Owen",LCKC,00:49.9,10,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Deppe, Drew",LCKC,00:52.7,11,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:36,,,,,,,,,,
"Race #205, Event #222: Junior Women 200m C2 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Sampson, Lydia Keefe",SCKC,00:51.4,1,9,,,,,,
,"Murphy, Azusa",SCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Jones, Savannah",Gig Harbor,00:52.2,2,7,,,,,,
,"Sousley, Makenzie",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Woodard, Nani",Gig Harbor,01:02.0,3,5,,,,,,
,"Crocker, Olivia",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Haack, Anastasia",LCKC,01:15.4,4,3,,,,,,
,"Oliver, Katie",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Valentine, Maggie",OKC,01:24.3,5,2,,,,,,
,"Valentine, Delaney",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 10:54,,,,,,,,,,
"Race #164, Event #223: Juvenile Women 200m K2 Heat 1",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"McTigue, Kaya",Ikaika,00:46.8,1,0,,,,,,
,"Corrao, Mira",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Cornforth, Bria",OKC,00:48.0,2,0,,,,,,
,"Fielder, Drew",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"D'Aniello, Giorgia",SCKC,00:48.8,3,0,,,,,,
,"Chino, Sakura",SCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Wilborn, Catherine",Gig Harbor,00:49.8,4,0,,,,,,
,"Bevin, Morgan",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Eckart, Hazel",OKC,00:51.2,5,0,,,,,,
,"Gorbet, Kaylee",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Poecher, Ina",Rice Creek,00:51.4,6,0,,,,,,
,"Dubois, Claire",Rice Creek,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Gall, Christa",OKC,00:59.4,7,0,,,,,,
,"Rogers, Cassie",Rice Creek,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 10:58,,,,,,,,,,
"Race #165, Event #223: Juvenile Women 200m K2 Heat 2",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Borm, Danielle",SDCKT,00:43.9,1,0,,,,,,
,"Borm, Leilani",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Teasley, Kota",LCKC,00:47.9,2,0,,,,,,
,"Diaz, Gabi",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Milner, Amanda",Gig Harbor,00:48.9,3,0,,,,,,
,"Misterek, Noelle",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Reed, Brittany",SDCKT,00:54.8,4,0,,,,,,
,"Ramirez, Geome",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Swenson, Lisa",LCKC,00:55.1,5,0,,,,,,
,"Roberts, Grace",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Allison, Chelsea",LCKC,01:01.0,6,0,,,,,,
,"Benham, Miah",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:40,,,,,,,,,,
"Race #206, Event #223: Juvenile Women 200m K2 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Overall Place,Score Place,Score,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Borm, Danielle",SDCKT,00:44.8,1,1,9,,,,,
,"Borm, Leilani",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Teasley, Kota",LCKC,00:47.0,2,2,7,,,,,
,"Diaz, Gabi",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Cornforth, Bria",OKC,00:47.7,3,3,5,,,,,
,"Fielder, Drew",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"D'Aniello, Giorgia",SCKC,00:48.8,4,4,3,,,,,
,"Chino, Sakura",SCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Wilborn, Catherine",Gig Harbor,00:50.2,5,5,2,,,,,
,"Bevin, Morgan",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Milner, Amanda",Gig Harbor,00:50.3,6,6,1,,,,,
,"Misterek, Noelle",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Eckart, Hazel",OKC,00:51.6,7,7,0,,,,,
,"Gorbet, Kaylee",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,"Poecher, Ina",Rice Creek,00:52.9,8,9,0,,,,,
,"Dubois, Claire",Rice Creek,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"McTigue, Kaya",Ikaika,00:46.7,DQ,DQ,0,,,,,
,"Corrao, Mira",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:44,,,,,,,,,,
"Race #207, Event #224: Bantam Women 200m C2 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Walter, Carson",Gig Harbor,00:58.8,1,9,,,,,,
,"Chiou, Alyson",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Tieman, Ellie",Gig Harbor,01:01.6,2,7,,,,,,
,"Grady, Sarah",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Cole, Maddie",LCKC,01:13.8,3,5,,,,,,
,"Bowmar, Maggie",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Rodriguez, Chloe",LCKC,01:26.5,4,3,,,,,,
,"Thurmond, Cassie",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Farley-Klacik, Paige",LCKC,,DNF,0,,,,,,
,"Tucker, Ella",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:48,,,,,,,,,,
"Race #208, Event #225: Junior Women 200m C1 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Sampson, Lydia Keefe",SCKC,00:54.0,1,9,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Murphy, Azusa",SCKC,00:55.3,2,7,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,"Sousley, Makenzie",Gig Harbor,00:55.3,3,5,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Jones, Savannah",Gig Harbor,01:01.4,4,3,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Crocker, Olivia",Gig Harbor,01:04.1,5,2,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Woodard, Nani",Gig Harbor,01:10.7,6,1,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Oliver, Katie",LCKC,01:11.0,7,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Valentine, Delaney",OKC,01:37.9,8,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Haack, Anastasia",LCKC,,DNF,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:52,,,,,,,,,,
"Race #209, Event #226: Junior Men 200m C2 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Field, Andrew",Gig Harbor,00:44.3,1,9,,,,,,
,"Tayman, Jake",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"North, Erik",Gig Harbor,00:44.3,2,7,,,,,,
,"Tieman, Hayden",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Olson, Michael",LCKC,00:45.2,3,5,,,,,,
,"Brunner, Riley",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Martin, Tyler",LCKC,00:46.0,4,3,,,,,,
,"Grattan, Dustin",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Wickline, Jordan",Gig Harbor,00:53.7,5,2,,,,,,
,"Grady, Ryan",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Conard, Benjamin",OKC,01:14.4,6,1,,,,,,
,"Sexton, Brayden",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 11:02,,,,,,,,,,
"Race #166, Event #227: Bantam Men 200m K2 Heat 1",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Farley-Klacik, Owen",LCKC,00:38.4,1,0,,,,,,
,"Baker, Clay",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Field, Kyle",Gig Harbor,00:43.8,2,0,,,,,,
,"Barnato, Jonathan",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Burchardt, Joshua",LCKC,00:44.5,3,0,,,,,,
,"Roberts, Max",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Truesdale, Evan",SDCKT,00:46.4,4,0,,,,,,
,"Nebel, Nick",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Deppe, Drew",LCKC,00:47.4,5,0,,,,,,
,"Ozaki, Owen",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Bevin, Chauncey",Gig Harbor,00:50.9,6,0,,,,,,
,"Rowntree, Justin",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Smith, Shaughnessey",Ikaika,00:55.0,7,0,,,,,,
,"Murray, Parker",Ikaika,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Forbes, Joshua",LCKC,01:07.5,8,0,,,,,,
,"Fraser, Josh",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 11:06,,,,,,,,,,
"Race #167, Event #227: Bantam Men 200m K2 Heat 2",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Danner, Alex",OKC,00:43.7,1,0,,,,,,
,"Wampler, Garrett",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Cook, Gus",OKC,00:51.3,2,0,,,,,,
,"McMullen, Colin",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Oliveira, Kalen",LCKC,00:51.8,3,0,,,,,,
,"Peck, Walker",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Wilson, Alec",LCKC,00:53.4,4,0,,,,,,
,"Soper, Josh",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Marsters, Rohan",SDCKT,00:54.5,5,0,,,,,,
,"Eash, Jacob",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Skarda, Ethan",LCKC,00:55.7,6,0,,,,,,
,"Cooper, John Carter",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Potter, Fenton",LCKC,01:19.3,7,0,,,,,,
,"Pethel, Dalton",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 11:10,,,,,,,,,,
"Race #168, Event #227: Bantam Men 200m K2 Heat 3",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Chen, Jerry",SCKC,00:50.3,1,0,,,,,,
,"Solheim, Phillip",SCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Coleman, J. R.",LCKC,00:51.7,2,0,,,,,,
,"Surles, Andrew",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Bowmar, Ethan",LCKC,00:53.0,3,0,,,,,,
,"Deppe, Ethan",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Smith, Shannon",Ikaika,00:53.3,4,0,,,,,,
,"Sohn, James",Ikaika,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Carlson, Anders",Gig Harbor,00:55.1,5,0,,,,,,
,"Hopkins, Lane",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Landefeld, Teddy",SFCKC,01:01.7,6,0,,,,,,
,"Gervasoni, Tyler",SFCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Smith, Grayson",LCKC,01:06.6,7,0,,,,,,
,"Ceska, Oliver",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 14:56,,,,,,,,,,
"Race #210, Event #227: Bantam Men 200m K2 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Farley-Klacik, Owen",LCKC,00:39.9,1,9,,,,,,
,"Baker, Clay",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Danner, Alex",OKC,00:44.0,2,7,,,,,,
,"Wampler, Garrett",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Field, Kyle",Gig Harbor,00:45.1,3,5,,,,,,
,"Barnato, Jonathan",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Burchardt, Joshua",LCKC,00:46.6,4,3,,,,,,
,"Roberts, Max",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Truesdale, Evan",SDCKT,00:46.8,5,2,,,,,,
,"Nebel, Nick",SDCKT,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Deppe, Drew",LCKC,00:50.5,6,1,,,,,,
,"Ozaki, Owen",LCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Bevin, Chauncey",Gig Harbor,00:51.4,7,0,,,,,,
,"Rowntree, Justin",Gig Harbor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Chen, Jerry",SCKC,00:52.9,8,0,,,,,,
,"Solheim, Phillip",SCKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,"Cook, Gus",OKC,00:53.0,9,0,,,,,,
,"McMullen, Colin",OKC,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 15:00,,,,,,,,,,
"Race #211, Event #228: Juvenile Women 200m C1 Final",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Murphy, Azusa",SCKC,00:57.2,1,9,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,"Crocker, Olivia",Gig Harbor,01:02.2,2,7,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Tieman, Ellie",Gig Harbor,01:02.6,3,5,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,"Chiou, Alyson",Gig Harbor,01:04.9,4,3,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Walter, Carson",Gig Harbor,01:05.8,5,2,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Woodard, Nani",Gig Harbor,01:10.0,6,1,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
10,"Oliver, Katie",LCKC,01:11.7,7,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,"Valentine, Maggie",OKC,01:19.4,8,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,"Farley-Klacik, Paige",LCKC,01:22.6,9,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Martin, Kaley",LCKC,01:41.2,10,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Printed August 5, 2014 10:13 PM by JRaceman ",,,,,,,,,,,
2014 USA Canoe Kayak Sprint National Championships,8/2/14 11:14,,,,,,,,,,
"Race #169, Event #229: Senior Men 200m C1 Heat 1",Lake Lanier Olympic Venue,,,,,,,,,,
Results and Score,,,,,,,,,,,
Lane,Person,Team,Result,Place,Score,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,"Hefner, Ben",LCKC,00:42.9,1,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,"Yarshou, Anatoli",OKC,00:43.9,2,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"Ross, Gavin",WCC,00:44.1,3,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"Field, Andrew",Gig Harbor,00:44.8,4,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,"Tan, Chin Chuen",WCC,00:45.0,5,0,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
