Olympic Festival Results at Houston, July 28, 1986

Men's Kayak 1,000 Singles Finals</p>
1, Mike Herbert, Rogers, Ark., 3:57.32, 
2, Curt Bader, Bloomfield, Iowa, 3:59.74, 
3, James Mallory, Rochester, N.Y., 4:08.61, 
4, Billy Robello, Honolulu, 4:10.88, 
5, Roger Finnell, Montgomery, Ill., 4:13.23, 
6, Juergen Hagemann, Newburgh, N.Y., 4:15.22. 

Men's Canoe 1,000 Singles Finals 
1, Jim Terrell, Milford, Ohio, 4:28.75, 
2, Jirka Batlik, Costa Mesa, Calif., 4:38.45, 
3, Joseph Harper, Ventura, Calif., 4:39.45, 
4, Dan Henderson, Los Angeles, 4:41.23, 
5, John Evans, Vallecito, Calif., 4:46.18, 
6, Bruce Hartzler, Washington, D.C., 4:52.87. 

Women's Kayak 500 Singles Finals 
1, Sheila Conover, Newport Beach, Calif., 2:04.13, 
2, JoJo Toeppner, Truckee, Calif., 2:06.43, 
3, Traci Phillips, Costa Mesa, Calif., 2:08.37, 
4, Sharon Attlesey, Newport Beach, Calif., 2:12.44, 
5, Cathy Hearn, Falls Village, Conn., 2:14.57, 
6, Alexandra Bernhart, Belle Harbor, N.Y., 2:18.65. 

Men's Kayak 1,000 Doubles Finals 
1, David Halpern, Seattle, Wash., and Grant Miskanen, Fort Washington, Md., 3:42.22, 
2, Bo Eastabrooks, Redmond, Wash., and John Puakea, Kaneohe, Hawaii, 3:42.87, 
3, Chuck Lyda, Tahoe City, Calif., and Daniel Schnurrenberger, Dixon, Calif., 3:43.23, 
4, Curt Bader, Bloomfield, Iowa, and Kevin Vanderbush, Indianapolis, 3:45.28, 
5, Mark Hamilton, Bryson City, N.C., and Larry Roman, New York, 3:45.56, 
6, James Mallory, Rochester, N.Y., and Geoff Smith, Jamesville, N.Y., 3:46.99. 

Men's Canoe 1,000 Doubles Finals 
1, Jim Terrell, Milford, Ohio, and Eric Muhlen, Cincinnati, 4:13.67, 
2, Joseph Harper, Ventura, Calif., and John Evans, Vallecita, Calif., 4:20.98, 
3, Bret Young, New Rochelle, N.Y., and Sandor Myerges, Cleveland, Ohio, 4:22.22, 
4, Jirka Batlik, Costa Mesa, Calif., and Kevin Olds, Costa Mesa, Calif., 4:23.42, 
5, Dan Henderson, Los Angeles, and Bruce Hartzler, Washington, D.C., 4:37.16, 
6, Bill Byrd, Akron, Ohio, and Rob Grosse, Coral Gables, Fla., 4:42.63

CANOE-KAYAK Men's Kayak 500 Singles -- Heat 1: 
  1, Larry Roman, New York, 2:09.01. 
2, Mark Zollitsch, Orono, Maine, 2:10.12. 
3, Billy Hansen, Rockaway, N.Y., 2:11.33. 
4, David Wiltey, Johnston, N.Y., 2:13.60. 
5, Doug Snyder, Ventura, Calif. 

Heat 2: 
1, Mike Herbert, Rogers, Ark., no time. 
2, Billy Robello, Honolulu, 1:58.59. 
3, Mark Hamilton, Bryson City, N.C., 1:59.91. 
4, James Mallory, Rochester, N.Y., 2:01.60. 
5, John Kent, Durango, Colo., 2:06.35. 
6, Mark Sandvold, Honolulu, 2:07.30. 

Heat 3: 
1, Curt Bader, Bloomfield, Iowa, 2:01.15. 
2, Geoff Smith, Jamesville, N.Y., 2:03.85. 
3, Juergen Hagemann, Newburgh, N.Y., 2:08.56. 
4, Roger Finnell, Montgomery, Ill., 2:15.00. 
5, Gene Krawczyk, New Rochelle, N.Y., 2:20.45.

Men's Canoe 500 Singles -- Heat 1: 
1, Greg Steward, Williamsburg, Ohio, 2:16.38. 
2, Sandor Myerges, Cleveland, 2:19.91. 
3, Eric Kowalczyk, Chicago, 2:24.33. 
4, Blaise Rhodes, Berwyn Heights, Md., 2:30.79. 
5, Bill Byrd, Akron, Ohio, 2:31.40. 
6, Drew Story, Ventura, Calif., 2:44.71. 

Heat 2: 
1, Jim Terrell, Milford, Ohio, 2:06.59. 
2, Kurt Doberstein, Lombard, Ill., 2:23.02. 
3, Peter Krilla, Ho-Ho-Kus, N.J., 2:23.37. 
4, Bruce Hartzler, Washington, D.C., 2:34.92. 
5, Gary McLain, Gloversville, N.Y., 2:49.15. 
6, Ron Canada, San Mateo, Calif., 3:00.65. 

Heat 3:
1, Bret Young, New Rochelle, N.Y., 2:14.24. 
2, Larry Schuette, McLean, Va., 2:14.69. 
3, Joseph Harper, Ventura, Calif., 2:16.03. 
4, John Evans, Ventura, Calif., no time. 
5, Rob Grosse, Coral Gables, Fla., 2:44.46. 
6, Eric Muhlen, Cincinnati, 2:46.38.

